D:\shuoli\Desktop\pprzvideo00001\img_00380.jpg 1 270 393 78 58 
D:\shuoli\Desktop\pprzvideo00001\img_00381.jpg 1 263 387 89 64 
D:\shuoli\Desktop\pprzvideo00001\img_00382.jpg 1 250 407 82 54 
D:\shuoli\Desktop\pprzvideo00001\img_00383.jpg 1 253 415 79 64 
D:\shuoli\Desktop\pprzvideo00001\img_00384.jpg 1 261 404 84 58 
D:\shuoli\Desktop\pprzvideo00001\img_00385.jpg 1 209 371 120 67 
D:\shuoli\Desktop\pprzvideo00001\img_00387.jpg 1 241 290 94 68 
D:\shuoli\Desktop\pprzvideo00001\img_00388.jpg 1 240 283 87 75 
D:\shuoli\Desktop\pprzvideo00001\img_00389.jpg 1 233 282 84 66 
D:\shuoli\Desktop\pprzvideo00001\img_00390.jpg 1 226 256 92 74 
D:\shuoli\Desktop\pprzvideo00001\img_00391.jpg 1 200 259 114 72 
D:\shuoli\Desktop\pprzvideo00001\img_00392.jpg 1 193 282 112 96 
D:\shuoli\Desktop\pprzvideo00001\img_00395.jpg 1 153 466 122 74 
D:\shuoli\Desktop\pprzvideo00001\img_00396.jpg 1 136 420 122 71 
D:\shuoli\Desktop\pprzvideo00001\img_00397.jpg 1 119 417 104 79 
D:\shuoli\Desktop\pprzvideo00001\img_00398.jpg 1 92 422 128 77 
D:\shuoli\Desktop\pprzvideo00001\img_00399.jpg 1 85 427 111 62 
D:\shuoli\Desktop\pprzvideo00001\img_00400.jpg 1 92 415 114 80 
D:\shuoli\Desktop\pprzvideo00001\img_00401.jpg 1 118 430 113 62 
D:\shuoli\Desktop\pprzvideo00001\img_00402.jpg 1 131 424 109 82 
D:\shuoli\Desktop\pprzvideo00001\img_00403.jpg 1 148 435 116 67 
D:\shuoli\Desktop\pprzvideo00001\img_00404.jpg 1 172 441 109 71 
D:\shuoli\Desktop\pprzvideo00001\img_00405.jpg 1 187 441 106 74 
D:\shuoli\Desktop\pprzvideo00001\img_00406.jpg 1 200 441 111 75 
D:\shuoli\Desktop\pprzvideo00001\img_00407.jpg 1 210 447 111 68 
D:\shuoli\Desktop\pprzvideo00001\img_00408.jpg 1 220 448 105 77 
D:\shuoli\Desktop\pprzvideo00001\img_00409.jpg 1 219 448 92 67 
D:\shuoli\Desktop\pprzvideo00001\img_00410.jpg 1 231 447 104 71 
D:\shuoli\Desktop\pprzvideo00001\img_00411.jpg 1 234 424 111 79 
D:\shuoli\Desktop\pprzvideo00001\img_00412.jpg 1 229 401 103 81 
D:\shuoli\Desktop\pprzvideo00001\img_00413.jpg 1 223 387 109 78 
D:\shuoli\Desktop\pprzvideo00001\img_00414.jpg 1 227 381 131 78 
D:\shuoli\Desktop\pprzvideo00001\img_00415.jpg 1 237 380 112 71 
D:\shuoli\Desktop\pprzvideo00001\img_00416.jpg 1 219 373 114 82 
D:\shuoli\Desktop\pprzvideo00001\img_00417.jpg 1 193 375 112 80 
D:\shuoli\Desktop\pprzvideo00001\img_00418.jpg 1 175 371 110 86 
D:\shuoli\Desktop\pprzvideo00001\img_00419.jpg 1 158 377 102 87 
D:\shuoli\Desktop\pprzvideo00001\img_00420.jpg 1 135 381 129 77 
D:\shuoli\Desktop\pprzvideo00001\img_00421.jpg 1 125 381 119 78 
D:\shuoli\Desktop\pprzvideo00001\img_00422.jpg 1 126 380 122 88 
D:\shuoli\Desktop\pprzvideo00001\img_00423.jpg 1 123 398 118 86 
D:\shuoli\Desktop\pprzvideo00001\img_00424.jpg 1 122 435 125 115 
D:\shuoli\Desktop\pprzvideo00001\img_00425.jpg 1 121 465 135 101 
D:\shuoli\Desktop\pprzvideo00001\img_00426.jpg 1 122 466 121 84 
D:\shuoli\Desktop\pprzvideo00001\img_00427.jpg 1 123 461 130 91 
D:\shuoli\Desktop\pprzvideo00001\img_00428.jpg 1 135 448 111 90 
D:\shuoli\Desktop\pprzvideo00001\img_00429.jpg 1 146 394 114 105 
D:\shuoli\Desktop\pprzvideo00001\img_00430.jpg 1 169 313 138 111 
D:\shuoli\Desktop\pprzvideo00001\img_00431.jpg 1 179 302 125 86 
D:\shuoli\Desktop\pprzvideo00001\img_00432.jpg 1 176 293 125 102 
D:\shuoli\Desktop\pprzvideo00001\img_00433.jpg 1 190 245 118 122 
D:\shuoli\Desktop\pprzvideo00001\img_00434.jpg 1 165 282 113 103 
D:\shuoli\Desktop\pprzvideo00001\img_00435.jpg 1 167 276 120 108 
D:\shuoli\Desktop\pprzvideo00001\img_00437.jpg 1 185 240 119 108 
D:\shuoli\Desktop\pprzvideo00001\img_00438.jpg 1 183 260 159 115 
D:\shuoli\Desktop\pprzvideo00001\img_00439.jpg 1 189 283 142 111 
D:\shuoli\Desktop\pprzvideo00001\img_00441.jpg 1 146 334 118 124 
D:\shuoli\Desktop\pprzvideo00001\img_00446.jpg 1 271 400 114 116 
D:\shuoli\Desktop\pprzvideo00001\img_00447.jpg 1 263 397 113 119 
D:\shuoli\Desktop\pprzvideo00001\img_00448.jpg 1 251 391 123 121 
D:\shuoli\Desktop\pprzvideo00001\img_00449.jpg 1 236 390 103 113 
D:\shuoli\Desktop\pprzvideo00001\img_00450.jpg 1 173 408 115 117 
D:\shuoli\Desktop\pprzvideo00001\img_00451.jpg 1 218 384 123 134 
D:\shuoli\Desktop\pprzvideo00001\img_00452.jpg 1 163 375 130 131 
D:\shuoli\Desktop\pprzvideo00001\img_00453.jpg 1 240 398 109 117 
D:\shuoli\Desktop\pprzvideo00001\img_00455.jpg 1 160 417 127 118 
D:\shuoli\Desktop\pprzvideo00001\img_00456.jpg 1 135 393 136 140 
D:\shuoli\Desktop\pprzvideo00001\img_00457.jpg 1 112 402 138 124 
D:\shuoli\Desktop\pprzvideo00001\img_00458.jpg 1 167 404 135 115 
D:\shuoli\Desktop\pprzvideo00001\img_00459.jpg 1 175 387 109 126 
D:\shuoli\Desktop\pprzvideo00001\img_00460.jpg 1 182 402 118 110 
D:\shuoli\Desktop\pprzvideo00001\img_00461.jpg 1 129 417 159 133 
D:\shuoli\Desktop\pprzvideo00001\img_00462.jpg 1 132 404 124 122 
D:\shuoli\Desktop\pprzvideo00001\img_00463.jpg 1 136 415 155 134 
D:\shuoli\Desktop\pprzvideo00001\img_00464.jpg 1 169 401 128 154 
D:\shuoli\Desktop\pprzvideo00001\img_00465.jpg 1 142 424 129 131 
D:\shuoli\Desktop\pprzvideo00001\img_00466.jpg 1 128 380 120 131 
D:\shuoli\Desktop\pprzvideo00001\img_00467.jpg 1 155 380 120 131 
D:\shuoli\Desktop\pprzvideo00001\img_00468.jpg 1 155 373 120 140 
D:\shuoli\Desktop\pprzvideo00001\img_00469.jpg 1 153 373 135 132 
D:\shuoli\Desktop\pprzvideo00001\img_00470.jpg 1 204 366 137 159 
D:\shuoli\Desktop\pprzvideo00001\img_00471.jpg 1 125 385 102 97 
D:\shuoli\Desktop\pprzvideo00001\img_00478.jpg 1 283 431 108 146 
D:\shuoli\Desktop\pprzvideo00001\img_00481.jpg 1 310 411 122 149 
D:\shuoli\Desktop\pprzvideo00001\img_00484.jpg 1 300 445 145 158 
D:\shuoli\Desktop\pprzvideo00001\img_00494.jpg 1 209 395 147 134 
D:\shuoli\Desktop\pprzvideo00001\img_00495.jpg 1 109 357 137 124 
D:\shuoli\Desktop\pprzvideo00001\img_00496.jpg 1 102 337 134 129 
D:\shuoli\Desktop\pprzvideo00001\img_00498.jpg 1 177 367 123 114 
D:\shuoli\Desktop\pprzvideo00001\img_00499.jpg 1 125 364 115 120 
D:\shuoli\Desktop\pprzvideo00001\img_00501.jpg 1 128 417 128 112 
D:\shuoli\Desktop\pprzvideo00001\img_00502.jpg 1 221 366 127 119 
D:\shuoli\Desktop\pprzvideo00001\img_00504.jpg 1 74 465 140 121 
D:\shuoli\Desktop\pprzvideo00001\img_00505.jpg 1 139 422 129 117 
D:\shuoli\Desktop\pprzvideo00001\img_00506.jpg 1 197 394 114 115 
D:\shuoli\Desktop\pprzvideo00001\img_00507.jpg 1 125 394 129 115 
D:\shuoli\Desktop\pprzvideo00001\img_00508.jpg 1 105 377 109 112 
D:\shuoli\Desktop\pprzvideo00001\img_00509.jpg 1 180 366 128 133 
D:\shuoli\Desktop\pprzvideo00001\img_00510.jpg 1 226 321 138 126 
D:\shuoli\Desktop\pprzvideo00001\img_00512.jpg 1 95 381 144 131 
D:\shuoli\Desktop\pprzvideo00001\img_00513.jpg 1 160 364 134 125 
D:\shuoli\Desktop\pprzvideo00001\img_00514.jpg 1 227 306 134 139 
D:\shuoli\Desktop\pprzvideo00001\img_00515.jpg 1 149 299 132 140 
D:\shuoli\Desktop\pprzvideo00001\img_00516.jpg 1 113 337 145 147 
D:\shuoli\Desktop\pprzvideo00001\img_00517.jpg 1 149 294 135 141 
D:\shuoli\Desktop\pprzvideo00001\img_00518.jpg 1 231 303 134 136 
D:\shuoli\Desktop\pprzvideo00001\img_00519.jpg 1 206 313 139 135 
D:\shuoli\Desktop\pprzvideo00001\img_00523.jpg 1 324 378 129 134 
D:\shuoli\Desktop\pprzvideo00001\img_00524.jpg 1 251 356 113 130 
D:\shuoli\Desktop\pprzvideo00001\img_00525.jpg 1 175 255 105 122 
D:\shuoli\Desktop\pprzvideo00001\img_00531.jpg 1 101 141 112 98 
